Word,Frequency
zabić,2
odpowiedziawszy,1
dorosłemu,1
głośniej,6
widzimy,2
podziwiam,1
zebranymi,1
budy,1
zapach,3
doskonalą,1
największa,1
zachodząc,1
poznać,4
odzieniem,1
popatrzę,1
deskę,1
świdrować,1
lipca,3
basta,1
przysionku,1
ameryka,1
przepaść,1
jakoby,1
ameryki,10
nieskończoną,2
największy,2
rozerwanym,1
najwyższego,1
drozda,1
milazzo,1
dymie,1
płaczącej,1
przeskrobią,1
uprzytomnij,1
jesienią,1
sera,2
serc,1
największe,3
trzeci,5
skoczy,1
much,2
buda,1
trzech,21
radosnej,1
szyby,3
podnosi,3
opałki,1
zbieg,1
pociągnął,4
ogniowej,1
pożegnał,3
trzeba,42
kajetami,3
wraz,5
najrozliczniejszych,1
masek,1
miejskiej,2
oglądania,1
widzieć,28
szkatułka,1
przeszywszy,1
ślicznych,2
zobaczyliśmy,5
sztabami,2
zlezę,1
iskrząc,1
tknięty,1
dokąd,1
diabłątko,1
dymem,1
chrapnęli,1
trybem,1
obróciwszy,1
pokrywająca,1
synowi,5
bracia,3
zwoływać,1
chwałę,2
głównego,1
doskonale,5
zbójców,1
chóralnego,1
widział,50
zamilkł,2
ledwiem,2
szkatułkę,1
skruchy,1
rzutem,1
zapuszczonymi,1
salutowały,1
przynoszę,1
kroćset,1
szeptał,1
stroskaną,1
poznał,7
przeszkadza,2
nieśmiałym,2
przydybanym,1
rżeniem,1
płonącymi,1
ustępowali,1
trzymanej,1
maski,2
okrutnymi,1
chwałą,2
pociesznie,1
radują,1
szeptem,1
rozpowiadają,1
pełnią,1
biedak,8
gwarne,1
budę,1
wykrzyknąłem,1
moncalieri,2
okładki,2
rzucając,3
zadzwonił,2
podskakiwały,1
nakładł,1
oparłszy,7
długim,6
kryjomu,1
tłukli,1
prefekta,1
ujętych,1
młodego,1
zarostem,1
trzema,1
marcowym,1
wskazanie,1
jacyś,1
płonących,1
jabłek,2
sprzeda,2
długie,22
pokrytego,1
krzyczeli,7
sąsiadów,2
straszniejszych,1
abatucci,1
szyje,2
zipnął,1
niemcom,1
ameryce,7
krzewów,1
szyja,1
namarszczył,1
urzędzie,1
majestatyczny,1
pokoiku,2
wyjąwszy,1
przeraźliwe,1
zapisaną,1
przerywanym,2
podziwiał,1
poznania,1
bojowy,1
deski,1
człowieka,9
bibułę,1
nigdym,3
wątrobę,1
niejednego,5
skinął,1
zatoczył,3
wyuczą,1
patrzcież,1
świtać,1
obłąkana,1
człowieku,2
skoczę,2
wszelkim,1
zaszczycony,1
szyld,1
kontent,6
modovi,1
strażnicy,1
obłąkane,1
chorej,5
późną,1
guzikami,2
sprawiedliwy,1
cichym,8
słomianym,1
kogo,9
zmień,1
maskę,2
wskazanej,1
nieskończona,1
zdecydowałem,1
przyprowadzeni,1
wiewiórka,1
uszczypnął,1
usłyszałeś,1
marnować,1
czoła,9
obcości,1
płoty,1
dwór,1
szczęśliwcze,2
opowiedziałem,1
zaczyna,5
młodości,4
błogosławiły,1
odważnych,1
przydrożu,1
wbiegli,1
wiewiórki,1
wyruszali,1
poznam,2
zębami,8
użyć,1
cisnęli,3
zdjął,10
płócienne,1
ślicznymi,1
murarza,1
murarze,2
pełnej,1
późno,5
powstało,1
ulic,4
ogłuszającym,1
stroskany,1
burbonów,1
musi,19
wskazówek,1
porwie,2
poszli,4
płynie,3
późna,1
kolo,1
największą,1
szpony,1
muru,2
mury,4
wyobraźcie,1
szybę,1
czoło,25
kola,1
piśmienne,1
wojskowej,2
bury,1
zasmuca,2
porwał,3
jasności,2
dowodziło,1
liżąc,1
odkąd,1
stłukł,1
chustkami,1
nogach,5
zapasy,1
przezwiska,1
castello,1
inżynierowi,1
wstąpiło,2
uderzają,1
cywilna,1
torbę,11
dostawszy,1
chłopakami,2
zamieszkaną,1
cieniu,1
cywilni,1
mocniejszym,1
sztandar,3
znajdował,2
placach,1
błaga,1
kona,1
koni,7
stojąc,9
upierać,1
podniecenie,1
tabliczkę,1
najcięższym,1
dawałem,1
brzydkie,2
grudniowego,1
najlepiej,4
buty,3
sklep,4
zafrasowała,1
komu,4
podnieceniu,1
biedny,50
sięgnął,1
korytarzach,2
lukrecji,1
gardle,6
uczycie,1
wychodzi,5
biedni,2
północ,3
skakali,2
spłakała,1
śniadzi,1
przebudził,1
spacerują,1
wiochami,1
swoim,57
ulgą,2
idąc,13
biedna,17
pasemkiem,1
pojmowałem,1
biedne,19
szczegóły,1
przychylne,1
zasłużony,1
wówczas,4
flaszce,1
daszkiem,1
młyńce,1
pozawijać,1
towarzystwie,1
przynosił,2
zagęściły,1
noskiem,2
niejednemu,1
omija,1
wyciągały,1
inaczej,9
ogonów,1
machając,1
widywałeś,1
zębach,2
nadzwyczaj,3
odjął,2
pobiegli,1
wczorajszego,2
wystrzelone,1
atrament,1
cywilną,2
wysłańców,1
piętrzyły,2
sikawki,2
kaligrafii,1
przeciągnęła,1
biedną,1
noszenia,1
księgarni,1
upierał,1
krowy,1
uciekłeś,1
koty,3
kosztuje,1
argentyńców,1
opracowany,1
kota,1
bezbronny,1
drzew,3
wariat,2
puchem,1
buzi,1
torbą,5
momentach,1
podobała,1
widowiskiem,1
podobało,2
wybrani,1
skłonił,2
wychodzą,3
przytomniejsze,1
napoju,1
niespokojność,1
argentyńczyk,1
zapomnij,1
zachować,3
wstydził,2
oddaleniu,1
pobiegał,1
zabawek,2
kurczętami,1
oniemiał,1
uwijało,1
przypomnij,1
grzmotem,2
swoją,65
młot,1
opadały,1
wzruszenia,4
ojcowskiego,1
cienką,1
wzruszenie,3
szukając,6
stronie,12
nogami,3
pomniejszym,1
pszenicy,1
wydalony,3
nieżywi,1
chwały,4
zejdzie,1
nieżywa,1
ściśnionym,1
świsty,1
nieżywe,2
księgarza,2
dbając,1
brodaczy,1
przynoszą,2
przerywając,2
ukochany,2
tabliczki,1
kapały,1
niewdzięcznością,1
wytchnienia,1
braknie,1
ukochana,2
szabli,2
ukochane,1
ścisnąłem,1
kapitan,49
chwała,2
pytają,2
konania,1
spostrzegła,1
nieżywy,2
powtórzyłem,1
poleci,1
kaligrafię,2
wyperswadować,1
tamtejszym,1
utracone,1
zbudzonej,1
pytano,1
swoje,51
zebrawszy,1
zatrzymałem,1
klasztorze,1
zachrobotały,1
kozy,1
poprawił,3
złowróżbne,1
desperować,1
ciężkim,2
ludzka,2
stawiał,2
część,9
brodacze,1
osiemdziesiąt,3
oficerowi,1
pokazała,2
ugniótł,1
ugryzł,1
rozgrzany,2
niczym,7
brzegiem,2
uratowania,1
szaleńców,1
gimnazjum,4
pełnym,5
brodacza,1
obrzucając,1
szablą,1
zapachy,2
cienki,1
obsypując,1
wysłanych,1
pytali,2
zapachu,1
ludzie,31
zarzucając,1
stawiać,1
obejrzę,1
szablę,2
niezmiernie,11
poprawić,2
nakłada,1
połamie,1
klęskę,2
brzmienie,1
znajdować,1
ciężkie,7
rozpieczętował,1
uciec,1
zaglądać,1
cyfr,1
pomęczyło,1
odjęło,1
zgubionego,1
inżynierii,2
gwarem,1
nikogom,1
wyznaczysz,1
fronty,1
zamieszkana,1
odjęła,1
czytania,3
wincenty,1
flaszkę,2
łkaniem,5
przynosi,5
wojskowy,3
anulka,1
marca,4
prosiłbym,1
wpółsenni,1
wyszła,5
poradził,1
kajutę,1
czerwonemu,1
trzymając,18
przenoszono,1
odważną,1
strzepuje,1
sprzętów,2
wojskowa,1
patrzenia,1
biletów,1
winni,1
rozpaczliwym,2
przybliż,3
obywatel,1
wojskowe,1
poprawki,1
kieszeń,4
garibaldi,2
punkciki,1
wyciśnie,1
biurka,1
wąskie,2
węgła,1
sieni,3
świetle,3
koledze,3
protektor,1
dzieciństwie,1
szklanych,1
ocenia,1
ścieżynach,1
gorszej,1
zapomni,1
koledzy,11
rozlazłe,1
wsiadło,1
wiełki,1
umacniać,1
posłusznym,1
zielonym,1
zabawka,1
wyznanie,1
karnawału,1
jesteśmy,3
młyn,1
wojskowym,1
zabawki,3
długą,7
zastępujące,1
ciemną,2
rysuje,1
przegryzą,1
cyrku,4
strzegło,1
chłopcze,39
czują,3
kręte,1
pogodnym,1
czterysta,1
ledwom,4
marek,39
wprędce,1
domyśla,1
wierzyła,1
biurko,1
kasków,2
największym,1
uratować,1
dlatego,21
zostańmy,1
biurku,2
zapomniałam,1
zabawia,1
zagasłą,1
pieszo,4
zaczajenia,1
kochacie,1
santa,2
przechodziło,1
marii,1
niechęcią,1
czerwonego,3
maria,4
przechodziły,2
wpośród,10
spotkasz,1
oddech,6
czuję,5
gadziny,1
otręby,1
patriota,2
siedemnastoletniej,1
patrioty,1
barkę,3
zamierającym,1
uratował,6
występku,1
dałbym,1
cyrk,3
trzęsła,2
wszedłem,1
zaprowadził,7
tętniące,1
schwycił,1
marki,3
obwiążę,1
odźwierny,5
zapomniały,1
miewają,1
głębokie,3
poznając,1
marka,6
dziesięciu,4
zamknąć,2
nicejskiej,1
oddawali,1
jabłuszko,1
mario,1
napoił,1
głębokim,1
czuje,3
strzeż,2
zaprowadzić,4
zwróceni,2
trzęsło,2
trzęsły,1
barka,4
wychudzone,1
występek,1
promiennymi,1
obiecała,3
innym,12
odważna,1
wychudzona,1
kroku,5
garście,1
plantacjami,1
śpiący,1
tygodniami,2
dojrzały,2
zlecą,1
kroki,11
puszczajcie,1
marku,6
szkolnych,6
prowadząc,7
promiennie,1
musztry,1
dojrzała,1
spotykał,2
czuli,1
torby,2
lekkie,1
jedenastej,4
umie,12
nauczycielstwa,2
dziesięć,14
mrużąc,1
publicznością,2
sięgnąć,1
nadużywających,1
oglądając,1
prędkich,1
wypróbowanym,1
tułactwie,1
rozmówisz,1
rycerz,1
weselej,2
zrodziło,1
zakrywając,2
przegiął,1
stanęli,7
zapełniali,1
sadzając,1
stepy,1
rodzinnego,2
nellim,1
podjazd,1
koziołkach,1
metodą,1
najnikczemniejszych,1
nieśmiertelnego,1
jeść,11
palacze,1
marne,1
flaszek,1
odważny,4
cukierki,4
markę,2
tonącego,1
sześciuset,2
przenośnym,1
pozłacane,1
chłopcom,3
wytłukł,1
pilnujące,1
zamiatacz,1
obiad,1
zamknął,7
uczuwał,1
przebiegałem,1
uparciuch,1
garibaldim,3
zajęty,3
odźwierna,1
psuje,1
nadążając,1
błazna,2
zleci,1
garścią,2
wszedłeś,1
zostawił,6
ugłaskali,1
zajęta,1
ładnie,3
wygodnie,1
strzał,2
przedstawienie,3
szczapami,2
linię,2
kilkunastu,1
odwołał,1
szepce,2
zamyka,2
przyjemnością,2
metoda,1
karykaturami,1
zdecydowany,2
bezczelną,1
lasów,2
kominiarczyk,6
gdzieś,23
wezwaniem,1
pozdrowić,1
zostawię,4
odpowiedział,43
linią,3
miłością,4
oręża,1
kasztanów,1
wzdęte,1
umarłych,2
zostawić,5
pierwszego,10
wesoło,9
rozumnym,1
miało,8
jabłka,1
zaczepki,2
spuścić,1
kochaną,1
lakieru,1
jedności,2
siostrzeniec,2
miały,6
zatrzymam,1
króliki,1
jabłko,3
miała,26
niezłomnej,1
kochasz,3
wesołe,1
wesoła,4
przemóż,1
posłusznie,1
grzankę,1
postęp,1
nieznajomym,1
łkało,1
uparty,4
spuszczoną,6
domagał,1
chodząc,2
polecali,1
wesoły,5
odbyły,1
gałką,1
mróz,1
jakowe,1
najsmutniejsza,1
honory,1
honoru,5
zakrył,3
pięknych,1
zawodem,1
sierocie,1
usłyszałem,1
chciejcie,1
powietrzem,4
zabrzmiała,1
skończeniu,2
pójdziesz,4
zabrała,2
oddziałem,2
pochylał,2
łotry,1
czas,25
wpadł,3
oddawana,1
szczupły,1
winnego,2
cygańczuk,1
ceratowy,1
daliśmy,1
zostawia,1
przeproszenie,1
skończyło,3
biegających,1
bezradnie,1
szczupła,1
zdruzgotane,1
skończyła,3
język,3
pniami,1
będąc,1
odpowiedzieć,3
ułomności,2
szepcą,1
reggio,2
zdecydowana,1
poturbowany,1
brzydką,2
pogryzione,1
pierwszemu,2
uchylił,1
zarazem,7
gdzież,3
inteligencji,1
przejść,2
uściskała,3
pyłu,2
gdziem,7
muszki,1
stawały,3
ustawili,1
niezmierzonych,1
ratuj,2
rękopis,1
kręcą,1
lepszego,1
powtórnie,1
zdejmuje,1
otarłszy,1
uciszonych,1
zaś,46
oddzielnie,1
okrzyki,8
czujesz,1
zapytywał,1
znużenie,2
nadbiegały,1
cicho,28
sztandarem,1
znużenia,4
szanujesz,1
przeprawiał,1
diademem,1
ciemne,1
stawała,1
skórą,1
ciemna,3
kochane,2
legiony,3
ciemno,2
usłyszałam,1
cichy,4
mieszało,2
kochamy,1
przerażonych,1
cichu,2
zbudzić,2
czci,2
zapomniałem,3
zatrzymać,2
kasztanowate,1
stawało,3
winem,1
kochani,1
pozawijanymi,1
przelotem,1
grania,1
brzydki,2
umrę,3
zawinąć,1
zbudził,4
przewrócić,1
brzydka,1
dołeczkami,1
siódmego,1
fali,1
spotkamy,3
fale,2
wesołego,2
rękaw,1
uchem,1
odważyć,1
podszedłem,1
fala,2
wiatraczki,1
zajrzeć,1
miesięczne,17
dziećmi,7
dobrześ,1
zdolni,1
stromej,1
zatrzymał,19
miesięczny,3
upłynął,1
zdolny,5
zapytała,7
owego,12
rozproszyły,1
strumyczkiem,1
zatrzasnął,2
nagłym,5
przechodnia,1
kochali,2
wtorek,12
przechodnie,2
nagłych,1
czuwa,1
kręciły,2
radość,8
ustawiał,3
spotkali,1
drżała,2
kręciło,1
szlachetnego,4
odważył,3
trudnych,1
zapadał,2
wyjmował,1
ciemku,1
szwajcarzy,1
robotniczych,1
wspomnienie,5
poprawiając,1
oklaski,6
skóry,1
pamiętajże,1
zna,7
pchając,3
mężczyźni,5
wzniósł,1
drżały,6
pijani,1
owemu,1
drżało,1
porusza,2
namyśle,1
wspomnienia,1
przypominały,1
zapomną,1
partykę,1
kochany,12
cicha,13
pięknymi,1
wyszarzałej,1
kochają,8
ulitowawszy,1
ciche,3
zebranych,2
czujemy,1
ledwie,13
długa,2
pomiędzy,27
stopni,2
długo,17
pójdziemy,4
głuchym,1
gdzieżeś,1
długi,8
koletach,1
zapomnę,5
odwrócisz,1
wyszły,1
ustawiać,1
wesołą,2
sztywno,1
frontem,2
falę,1
wystawę,1
zakładał,1
wymowy,1
włosów,2
kulejący,2
zakrzywiwszy,1
szanował,1
przyznania,1
zagrzebie,1
instrumentach,1
wzruszone,1
tłumionego,1
trzymało,2
szanować,1
szelest,1
strugając,1
trzymała,3
niesłychaną,2
łachmanów,1
wzruszona,3
okresu,1
oczkami,1
czerwoną,7
postępkiem,1
sałatę,1
malcowi,3
falą,3
naszej,29
abażurem,1
czuwające,1
nakupić,1
haftowanymi,1
podstawił,1
tornistrami,1
haftowaną,1
ramiona,16
brąz,1
spytałem,2
trzymały,1
równie,6
punkcie,1
rozstań,1
westchnął,6
zawitał,2
głupią,1
ukojenia,1
gwałtownej,1
nakupił,1
oddalonej,1
wrósł,2
przepisywanie,1
wobec,8
spotykali,1
rusztowaniach,1
pchali,1
wąsów,2
wsadzono,1
brzoskwinię,1
linoskoki,2
wtem,47
oprzesz,1
złoczyńców,1
poduszce,1
marsowym,1
zwinny,3
głupie,1
najszlachetniejszą,1
odjąłbym,1
leciały,1
głupio,1
padali,1
wiadomość,6
umieszczony,1
spoglądał,1
miliony,4
rozstać,8
męstwa,2
głupia,1
stracił,7
posągi,1
przesycone,1
wyprawach,2
czerwony,3
dyżurny,1
bójcie,2
wenecjan,1
zakuty,1
nazwisku,1
niespokojny,1
umęczone,1
zwinni,1
ramiony,1
umęczona,1
młodzieńczykiem,1
spodni,3
marzła,1
krzesłach,1
stracić,1
paniczyków,1
tajemnicze,1
wyłączyć,1
badaniu,1
łąk,2
skutki,1
opinię,1
nazwisko,9
łagodniejszy,1
wymówił,4
komendantem,2
otoczył,1
nazwiska,5
obłąkać,1
rzęsiste,1
mężne,1
obowiązane,1
straszliwej,1
odnalezienie,1
chwyciwszy,1
męstwo,2
mniema,1
milcz,2
drabinę,1
serwetą,3
zabłąkana,1
mężny,3
oblegającymi,1
następuje,1
hardo,1
cieplejszy,1
poplamioną,1
drabiną,1
rozłączenia,1
trochy,1
nagród,8
ściskający,1
pobrały,1
pochwałach,1
przecinały,1
wioski,5
lekceważy,2
wybiera,1
wymówić,2
trafiona,1
zza,1
tłumok,2
zakupy,1
przybita,1
doria,1
rodzicom,2
trochu,3
smagła,1
tłumił,1
nieznanych,1
dojść,2
wiejska,1
ubodła,1
gwiazdami,1
epoce,1
tamtych,2
odźwiernej,1
przykre,3
nieruchomi,2
nieruchomo,5
nieruchoma,2
nieruchome,3
bałem,1
skutkiem,1
odręcznie,1
zwrócił,14
nieruchomy,6
małej,11
uciskana,1
wiosna,3
rozróżnić,1
podstawie,1
przemów,2
drapnął,1
prawdziwym,1
cichymi,1
doktorze,6
zatoki,1
zobaczyłem,11
męża,1
smuci,1
zdolności,5
tkał,1
wyrywał,1
gniewnym,1
najpiękniejszy,2
słucha,3
pobudzał,1
przykry,2
łakną,1
niedługo,9
gdyś,1
drabina,1
strachu,7
wróćmy,1
przykro,4
utkwił,3
rozerwali,1
stracie,1
żebyś,10
uszlachetniał,1
pchają,1
przesiedziawszy,1
spuszczono,1
czuć,2
pochylił,10
spuszczone,2
musieli,4
krawat,1
kamieni,2
zasłaniając,1
rzędzie,3
tłumie,1
bilet,6
czyn,1
czym,67
pożuł,1
zbawców,1
powierzyliśmy,1
polem,1
przypinając,1
rozerwana,1
starzec,6
gdyż,7
mężu,1
postanowienie,2
dodawały,1
złość,2
najpiękniejsze,1
posiwiał,1
najpiękniejsza,1
armat,1
pchać,1
odwracał,1
liverpoolu,2
śpiesznie,5
czuł,14
skrzyżowawszy,1
pójdźmyż,1
dodawała,2
zarobił,2
przeciwił,1
odśpiewali,1
choremu,3
wybiła,3
podły,1
corettiojciec,1
wymówek,3
weselszy,1
uciekać,1
nowym,8
rodziny,10
radośnie,4
nagłą,1
pożar,3
człowiekiem,5
londynu,1
rozpaczliwie,3
spojrzała,4
budził,2
złotnicy,1
kaszląc,1
toteż,2
pojadę,1
wrócę,3
równym,3
potrzebom,1
niego,161
dobrych,7
potrzebny,1
ocalenia,3
młodszym,2
półgłosem,4
handel,2
ocalenie,1
straszliwym,1
łazi,1
pojmować,1
wymowne,1
skoczyło,1
kościół,4
kochających,1
tłumem,5
trochę,50
dużych,1
nędzę,3
białymi,4
przebiegających,1
słuchając,5
smaruje,1
nieszczęść,3
wybiegł,3
anieli,2
kłócić,1
medalami,1
wzmocniły,1
aniele,2
rezultat,1
zastanie,1
zahaczył,1
czyń,3
zrzec,1
pogasły,1
zaczął,65
zarobku,2
pokładzie,5
duże,7
czyś,7
duża,4
porucznik,1
uciekli,2
łata,1
odgadła,1
miejsc,4
starymi,1
naszym,9
kowadle,4
groził,1
myśleliśmy,1
zacząć,2
wybielonego,1
osiedlony,1
cierpiała,2
pokiwał,4
skaleczył,2
rodzina,2
zarobić,6
zacierał,3
przechodniów,3
pochwałami,1
pięćdziesiąt,6
pchał,1
króła,1
zakończenie,1
zamieszkiwanej,1
chorego,18
nędzy,4
powiększa,1
zwyciężyło,1
wojennej,1
napełniając,1
brzmieniem,1
stokroć,2
duży,14
sąsiedniej,1
zjednoczona,1
przyprowadził,2
jutrzejszą,1
dużo,22
posłucha,1
vatini,29
tyciego,1
czyż,2
wieńce,2
rekreacji,2
nieszczęśliwi,2
pomysły,1
stało,10
nieszczęśliwa,2
wrażenie,2
oblicza,1
nieszczęśliwe,1
niemu,14
wymienił,2
bluzę,2
stały,5
nieme,1
pojada,1
ciekawości,1
plemion,2
punkcików,1
dobrymi,1
białych,6
nieszczęśliwy,3
duchy,1
biednych,2
dysząc,2
węglarza,3
krawatkę,2
zakratowane,1
wzruszoną,1
pośrodku,12
włoskie,3
arytmetyczne,2
akcent,1
sukni,3
udarowany,1
ocierało,1
boże,22
miejmy,1
niechby,1
obliczy,1
prawdziwie,2
zacnych,2
uczujesz,4
włoskim,2
lancami,2
dużą,8
kajuty,3
gardził,1
nieszczęśliwym,2
robicie,2
odczytywać,1
obliczu,2
wpół,18
niechaj,3
spodem,1
śpiewania,1
śpiewanie,1
gest,3
pójdzie,4
handlował,1
liściem,1
głupiś,1
pielęgnuje,1
ustawiając,1
liczyła,1
wymową,1
wybiega,1
zbóje,2
lubi,1
lubo,2
boży,1
najmocniejszy,1
zdumiał,1
takie,30
krucyfiks,1
przestań,1
przestał,3
niezwykłe,1
rodzice,16
posadach,1
dosięgnąwszy,1
może,89
odźwiernym,1
jęki,4
boczne,1
słyszycie,1
zwrotnikowym,1
uradował,1
wyprzedaże,1
czuwał,1
podniecony,2
duchu,3
wtuloną,1
krawatki,2
nieopodal,1
medalach,1
upokorzenie,2
takim,15
ponurego,1
upokorzenia,1
wzruszony,3
ducha,9
odważyła,1
niezwykły,2
podniecona,1
kraj,5
dniach,1
znikały,1
ludu,8
współobywateli,1
ludy,1
cegieł,2
marionetek,1
lektykę,1
stała,9
front,1
zabiorę,2
niemą,1
gorsze,1
głaszcząc,2
wgłębień,1
ledwo,21
gorsza,1
niskim,2
franciszek,1
ścisnął,3
ludzkie,2
plamy,3
błyszczący,1
umyślnie,4
echem,2
śpiesznym,1
rozstaliśmy,1
zrobiła,4
szanujcie,2
niskie,3
rysunkowych,1
pomieszało,1
zrobiło,9
zdobyłbyś,1
pizie,1
zużyte,1
zrywa,1
oddziału,13
matek,4
usiłuje,1
wzniosły,1
niespokojnych,1
piorun,2
wypukłym,1
czegoś,6
uroczystej,1
błyszczące,5
gorszy,1
zrobiły,1
domkami,1
opuścili,2
ścisnąć,1
dziewiątą,1
lekkomyślne,1
kurteczkę,1
chwiejącego,1
otoczonego,1
spadały,3
błyszczącym,2
zasłaniała,1
dostawił,1
spuść,1
szabel,1
nieomal,1
prześliczną,3
najgorszych,1
niezmiernej,5
przemienienie,1
zakręcił,1
zostałeś,1
pracować,8
plama,1
krew,23
szkolną,1
wyrobienie,1
płótna,2
biegnących,1
kozłach,2
obszerne,2
uczennic,2
voggi,2
pójdź,17
rozgrywały,1
wód,2
zachowam,2
szkolne,3
przyjdę,1
szkolni,1
matki,74
połamię,1
przyjdą,3
matka,110
łbem,1
rozweselić,1
wóz,16
wuja,1
wzięliśmy,5
ściągają,1
zdumienia,5
plamę,2
przewracało,2
zdumienie,2
uśmiechając,5
odzyskał,1
zachowaj,2
wezgłowiu,1
mundury,5
pracował,7
wprowadzano,1
prześliczna,1
kałamarza,2
prześliczny,2
drzwi,32
nicpotem,1
wypędzony,3
pobiec,1
polecających,1
posuwali,1
kościele,5
ponowił,1
tęsknoty,1
wołaniach,1
porozdzierali,1
dniami,3
wachmistrz,5
matko,7
łbie,1
trznadla,1
pokłóciłem,1
ruinach,1
czternaście,2
miseczkami,1
szkolny,5
zatnie,1
wpółsennym,1
dobywały,1
powrócę,1
przybywam,1
tabaką,1
rocznicy,1
piórem,14
wieczór,15
papiery,1
wróci,5
kazali,1
lazur,1
okiennic,1
podniesie,3
pracowali,1
kaźniach,1
dużymi,3
ptasząt,1
przyjdź,2
okręcie,4
dobywała,1
sycylijczykiem,1
kałamarzu,2
powrócą,1
ważnemu,1
kozłami,1
ałbo,1
zakręcie,1
przyrzec,1
matkę,50
towarzysz,3
płakać,9
przypłynął,1
któraś,3
zostałem,2
nagłe,1
zamiłowaniem,1
nudzić,2
szufladzie,1
plata,1
trupów,2
przyjemnie,2
urwał,2
najmniejsze,1
prawością,1
peleryną,1
wół,2
piórek,1
odzyskać,3
żegnałem,1
nieszczęśliwie,2
miedziaki,1
najmniejszy,1
matką,5
płakał,11
mequinez,23
ułatwiam,1
chaty,1
zjada,1
lepszym,2
rodzinę,7
mieszkaniach,1
patrzyły,1
błyszczącą,1
polowania,1
osiemnaście,1
rodziną,3
patrzyło,2
wpakowali,1
uratowanym,1
powtórzyła,3
trzciny,2
białym,3
zestawionych,1
nagły,2
krok,3
delcati,10
piórka,2
patrzyła,11
pierwszeństwo,1
ileś,1
nieco,18
uśmiechają,1
amputowali,1
niech,79
zaparł,1
tenże,1
przebacz,4
powróci,1
doszli,1
biegnącym,2
spacery,1
niebu,1
podoba,5
wędrowali,1
papieru,8
przyjmę,2
starych,2
niebo,10
poraniony,1
pamięciowe,1
gardzi,1
balustrady,1
nieba,5
uśmiechnęła,4
któreś,1
syndykiem,3
posiwiały,1
luty,1
dźgnąć,1
ujął,4
wyleźć,1
najmilszych,1
westchnieniem,1
zbliża,1
cyrkowe,1
pochód,5
precossiego,18
ciekaw,2
poduszkę,2
ileż,3
mnóstwem,3
nadskakując,1
wynagrodzić,1
strofował,2
wzmógł,3
znajdę,3
idących,4
żebry,1
dziękuję,51
cudów,1
obrazkami,1
suchych,1
szczytami,2
rannych,5
ciężkimi,1
przebacza,1
panienka,1
liczną,1
krwi,8
palermo,4
zniżając,1
ilustracjami,1
panienko,3
kopnął,1
najmniejszych,2
cudzoziemca,1
rzeczą,3
znosił,2
któryś,8
sześćdziesiątych,2
szepnął,6
smagłą,4
przysiąść,2
przebaczy,3
poszedłem,4
trąci,2
wkoło,2
zatoce,1
sile,1
wspomnę,1
pamiętałem,1
wałęsają,1
rozbiegli,2
ustąp,1
skarży,2
krym,1
wspomni,1
wężów,1
przeznaczenia,1
dziękuje,3
zerwę,1
pamięciową,1
panienkę,1
majątek,2
ucałujesz,1
duchem,2
walizki,1
roztargniony,2
mnóstwie,1
niezawodnie,1
składał,1
dorzucił,1
mleczarka,1
któryśmy,1
cichych,1
drobiazgiem,1
schyliwszy,2
dyszała,1
połowie,2
rodaku,1
urzędników,3
doznał,4
ukryła,1
łańcuch,1
szyją,2
względem,4
powierzchni,1
troszkę,2
mincio,2
zgodnie,1
piemoncie,1
rozweselało,1
przedniego,2
siadłszy,1
rozmyślać,1
łodzie,1
spiczastym,2
spoważniały,1
naładowanej,1
nadjeżdżającym,1
rozmyślał,2
typem,2
anielskie,1
szyję,18
wstało,1
poznawajże,1
aires,11
oddalonym,1
legionem,1
wstała,1
krzywdę,1
żebym,24
podróżnych,5
arkusz,3
najdziwaczniejszych,1
okienek,1
szczególnie,4
przestrzeń,5
trzepie,1
okienku,2
pisząc,1
oddycha,1
zręczny,2
wąsiki,2
podjął,2
rannymi,1
poczerwieniał,1
świadomością,1
ciężkich,4
grzecznie,1
domów,5
niebie,5
pokazując,4
polecającymi,1
mych,1
liczyć,2
pójdę,9
regimentów,1
okienka,6
grały,1
którzy,87
zobaczył,24
przyprawić,2
kontenta,2
odgadywać,1
miałkiego,1
okienko,3
stołach,1
dorosłego,2
zaszedłby,1
crossi,15
tytanicznych,1
rozdanie,1
dyżurnego,1
talerza,1
placu,11
czerwona,1
ciężkiej,6
opasywały,1
vatiniemu,1
miłosierny,1
czterdzieści,7
czerwoni,1
grała,2
czerwone,9
przestrzeż,1
czerwono,6
panience,1
rozdania,1
precossiemu,2
sito,1
wyglądzie,1
balsamin,1
jękami,1
dostawał,2
którym,50
franciszka,1
poduszki,3
tęsknotę,1
zobaczyć,22
złodziei,1
posuwają,1
zgłosił,1
radować,1
telefonicznych,1
zostaniecie,1
chleba,16
znoszę,1
łamał,1
odległość,1
siwy,3
vatiniego,5
kiwał,1
udawał,3
siwe,3
znoszą,1
zielska,2
samych,7
kogoś,1
uczułem,4
wietrzny,1
napadniętych,1
krył,1
dolecę,1
ustawianiu,1
dynię,1
piękność,1
znieważają,1
nowej,2
przypięła,1
kształtach,1
rzeczy,28
krzyknęły,1
tajał,1
zawapnionym,1
tragarza,1
pomimo,2
całujesz,2
przeklęta,1
liczył,3
oryginalnym,1
rozlewają,1
coattiego,1
krzyknęła,5
weneckim,1
śpiewając,2
rozrzewnieniem,2
dążących,1
niebem,3
piemoncką,1
mozołem,1
piętnaściem,1
matce,29
